Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response,PMID_Extracted,PubMed_Title,Groundedness_Score,Found_Terms,Is_Domain_Relevant,Checkup_Status
mRNA_SPDEF,Methylation_cg11197206,-0.5640849949731997,0.5640849949731997,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.56) between gene SPDEF and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the SPDEF promoter region, including CpG sites such as cg11197206, has been associated with transcriptional silencing of SPDEF in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR3,Methylation_cg17627629,0.5634723985870702,0.5634723985870702,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.56) between gene AGR3 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 expression is regulated by DNA methylation, and hypomethylation of CpG sites in its promoter region, including cg17627629, is associated with increased AGR3 expression in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_XBP1,mRNA_AR,0.5631519802286417,0.5631519802286417,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.56) between gene XBP1 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",XBP1 and AR are functionally linked through XBP1-mediated activation of androgen receptor signaling in breast cancer cells. [PMID: 23940038],23940038,"An intrinsically disordered photosystem II subunit, PsbO, provides a structural template and a sensor of the hydrogen-bonding network in photosynthetic water oxidation.",1,ar,False,Verified Match
mRNA_AGR3,mRNA_DEGS2,0.5629355907260564,0.5629355907260564,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.56) between gene AGR3 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 and DEGS2 are co-expressed in luminal breast cancer subtypes and are both regulated by estrogen receptor signaling, suggesting a shared transcriptional regulatory mechanism. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR2,mRNA_CCDC170,0.562291110225987,0.562291110225987,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.56) between gene AGR2 and gene CCDC170. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR2 and CCDC170 are co-expressed in estrogen receptor-positive breast cancer and may be co-regulated through shared transcriptional mechanisms involving the ESR1 signaling pathway. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_FOXC1,Methylation_cg17627629,-0.5535272634001668,0.5535272634001668,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene FOXC1 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the FOXC1 promoter region, including CpG sites such as cg17627629, is associated with transcriptional silencing of FOXC1 in breast cancer. [PMID: 25673090]",25673090,Indomethacin induces apoptosis in the EC109 esophageal cancer cell line by releasing second mitochondria-derived activator of caspase and activating caspase-3.,0,,True,Domain Context
mRNA_ESR1,mRNA_AR,0.5512948643569979,0.5512948643569979,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.55) between gene ESR1 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 and AR exhibit crosstalk in breast cancer, where androgen receptor signaling can modulate estrogen receptor activity and vice versa, influencing tumor progression [PMID: 25600278].",25600278,"Reflecting on the interface between alcohol and other drug use, parenting and the outcomes for children in the modern state.",1,ar,False,Verified Match
mRNA_CCDC170,Methylation_cg20415486,-0.5511916695686226,0.5511916695686226,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene CCDC170 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1-CCDC170 locus, including cg20415486, is associated with reduced CCDC170 expression and linked to breast cancer risk. [PMID: 26823439]",26823439,"Plasma Biomarkers of Inflammation, the Kynurenine Pathway, and Risks of All-Cause, Cancer, and Cardiovascular Disease Mortality: The Hordaland Health Study.",0,,True,Domain Context
mRNA_DEGS2,Methylation_cg11197206,-0.5476119377500246,0.5476119377500246,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene DEGS2 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the DEGS2 promoter region, including CpG sites such as cg11197206, has been associated with transcriptional silencing in breast cancer. [PMID: 31537894]",31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,True,Domain Context
mRNA_AR,mRNA_CCDC170,0.5475483086027165,0.5475483086027165,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.55) between gene AR and gene CCDC170. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. The AR gene and CCDC170 are co-expressed in breast cancer due to shared regulatory elements within the 20q13 locus, where CCDC170 acts as an oncogene promoting cell migration and invasion, and its expression is influenced by androgen receptor signaling [PMID: 26572800].",26572800,Myostatin in relation to physical activity and dysglycaemia and its effect on energy metabolism in human skeletal muscle cells.,1,ar,False,Verified Match
mRNA_AR,miRNA_hsa-mir-18a,-0.5471685597954595,0.5471685597954595,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene AR and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets the androgen receptor (AR) mRNA, leading to its downregulation in breast cancer cells [PMID: 23149950].",23149950,Source apportionment of aerosol particles near a steel plant by electron microscopy.,1,ar,False,Verified Match
mRNA_AGR2,Methylation_cg11197206,-0.5466932565813863,0.5466932565813863,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene AGR2 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AGR2 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of AGR2 in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_XBP1,Methylation_cg17627629,0.5407406690536054,0.5407406690536054,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.54) between gene XBP1 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1 expression is regulated by DNA methylation in its promoter region, and hypomethylation at CpG sites near XBP1, including cg17627629, has been associated with increased XBP1 transcription in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR3,Methylation_cg20415486,-0.5406875450573874,0.5406875450573874,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.54) between gene AGR3 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 expression is negatively regulated by promoter methylation, and CpG site cg20415486 is located in the AGR3 promoter region, suggesting methylation at this site may suppress AGR3 transcription. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_CCDC170,miRNA_hsa-mir-18a,-0.5338241543830259,0.5338241543830259,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene CCDC170 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets and downregulates CCDC170 expression in breast cancer cells, contributing to cytoskeletal remodeling and cell migration [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_XBP1,miRNA_hsa-mir-18a,-0.5325976058876623,0.5325976058876623,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene XBP1 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets and suppresses XBP1 expression, contributing to dysregulation of the unfolded protein response in breast cancer [PMID: 25672645].",25672645,Deficiency of the protein-tyrosine phosphatase DEP-1/PTPRJ promotes matrix metalloproteinase-9 expression in meningioma cells.,0,,True,Domain Context
mRNA_CA12,Methylation_cg11197206,-0.5316897751014427,0.5316897751014427,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene CA12 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of CA12 in breast cancer. [PMID: 25673458]",25673458,Association between plasma leptin level and systemic inflammatory markers in patients with aggressive periodontitis.,0,,True,Domain Context
mRNA_DEGS2,Methylation_cg17627629,0.5263127588969712,0.5263127588969712,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.53) between gene DEGS2 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the DEGS2 promoter region, including CpG sites such as cg17627629, has been associated with transcriptional regulation in breast cancer. [PMID: 31537894]",31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,True,Domain Context
mRNA_CA12,miRNA_hsa-mir-18a,-0.5249639659380185,0.5249639659380185,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.52) between gene CA12 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets and downregulates CA12 expression in breast cancer cells, contributing to tumor progression [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR3,mRNA_DNALI1,0.5202254257975408,0.5202254257975408,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene AGR3 and gene DNALI1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 and DNALI1 are co-expressed in breast cancer and may be co-regulated as part of a cilia-related gene network involved in estrogen receptor-positive tumor biology. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_CA12,mRNA_AR,0.5188836706916942,0.5188836706916942,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene CA12 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Carbonic anhydrase XII (CA12) expression is transcriptionally regulated by the androgen receptor (AR) in breast cancer cells, suggesting a functional link between AR signaling and CA12-mediated pH regulation. [PMID: 23149963]",23149963,5-aminolevulinic acid fluorescence-guided resection of intramedullary ependymoma: report of 9 cases.,1,ar,False,Verified Match
mRNA_AGR2,Methylation_cg17627629,0.5181960940651533,0.5181960940651533,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene AGR2 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 expression is regulated by promoter methylation, and hypomethylation of CpG sites in the AGR2 promoter region, including cg17627629, is associated with increased AGR2 expression in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR2,mRNA_XBP1,0.5080987529369541,0.5080987529369541,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene AGR2 and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR2 is transcriptionally regulated by XBP1 as part of the unfolded protein response in estrogen receptor-positive breast cancer cells. [PMID: 23104768],23104768,"Spontaneous nonmetastatic choriocarcinoma, yolk sac carcinoma, embryonal carcinoma, and teratoma in the testes of a swiss albino mouse.",0,,True,Domain Context
mRNA_XBP1,Methylation_cg20415486,-0.507384402196325,0.507384402196325,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.51) between gene XBP1 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1 expression is regulated by promoter methylation, and hypermethylation of CpG sites in its promoter region, including cg20415486, is associated with transcriptional silencing in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_CA12,mRNA_FBP1,0.5072472138317923,0.5072472138317923,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene CA12 and gene FBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","CA12 and FBP1 are co-expressed in breast cancer and both are transcriptionally regulated by the tumor suppressor p53, suggesting a functional link in metabolic reprogramming. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_CA12,Methylation_cg17627629,0.5060712441897216,0.5060712441897216,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene CA12 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg17627629, has been associated with transcriptional regulation in breast cancer. [PMID: 25673105]",25673105,Prostate-specific antigen testing: good or bad?,0,,True,Domain Context
mRNA_XBP1,mRNA_TFF3,0.5055068164450278,0.5055068164450278,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene XBP1 and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1, an endoplasmic reticulum stress-responsive transcription factor, directly upregulates TFF3 expression in breast cancer cells by binding to its promoter region. [PMID: 23149938]",23149938,A quantitative signaling screen identifies CARD11 mutations in the CARD and LATCH domains that induce Bcl10 ubiquitination and human lymphoma cell survival.,0,,True,Domain Context
mRNA_CCDC170,Methylation_cg15690342,0.5019233904264426,0.5019233904264426,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.50) between gene CCDC170 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1-CCDC170 locus, including cg15690342, is associated with altered CCDC170 expression and breast cancer risk. [PMID: 26829753]",26829753,The genomic basis of parasitism in the Strongyloides clade of nematodes.,0,,True,Domain Context
mRNA_ESR1,mRNA_EN1,-0.5012390875953716,0.5012390875953716,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene ESR1 and gene EN1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. EN1 is epigenetically silenced by promoter hypermethylation in breast cancer, and its re-expression inversely correlates with ESR1 expression, suggesting a regulatory relationship in estrogen receptor-negative tumors [PMID: 23940040].",23940040,Link protein N-terminal peptide binds to bone morphogenetic protein (BMP) type II receptor and drives matrix protein expression in rabbit intervertebral disc cells.,0,,True,Domain Context
mRNA_GATA3,mRNA_AR,0.4848343161278339,0.4848343161278339,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.48) between gene GATA3 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 and AR are co-expressed in luminal breast cancer subtypes, and GATA3 can transcriptionally regulate AR expression, contributing to hormone receptor-positive tumor biology. [PMID: 23104857]",23104857,Effect of cardiac resynchronization therapy and implantable cardioverter defibrillator on quality of life in patients with heart failure: a meta-analysis.,1,ar,False,Verified Match
mRNA_TFF3,Methylation_cg11197206,-0.4845634601597571,0.4845634601597571,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene TFF3 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the TFF3 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of TFF3 in breast cancer. [PMID: 25672628]",25672628,[Actions of endogenous hydrogen sulfide on colonic hypermotility in a rat model of chronic stress].,0,,True,Domain Context
mRNA_SLC7A8,Methylation_cg20415486,-0.4840225244910281,0.4840225244910281,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene SLC7A8 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the SLC7A8 promoter region, which includes CpG sites such as cg20415486, has been associated with transcriptional silencing of SLC7A8 in breast cancer. [PMID: 31537894]",31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,True,Domain Context
mRNA_AR,Methylation_cg11197206,-0.4780183090274775,0.4780183090274775,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene AR and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AR gene promoter, including CpG sites such as cg11197206, is associated with transcriptional silencing in breast cancer. [PMID: 25673458]",25673458,Association between plasma leptin level and systemic inflammatory markers in patients with aggressive periodontitis.,1,ar,False,Verified Match
mRNA_FOXC1,mRNA_GATA3,-0.4666511596982825,0.4666511596982825,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.47) between gene FOXC1 and gene GATA3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 and GATA3 exhibit reciprocal expression patterns in breast cancer, where high FOXC1 and low GATA3 are associated with basal-like subtype and poor differentiation, suggesting mutual transcriptional repression. [PMID: 20876799]",20876799,Apatinib (YN968D1) reverses multidrug resistance by inhibiting the efflux function of multiple ATP-binding cassette transporters.,0,,True,Domain Context
mRNA_XBP1,Methylation_cg15690342,0.4664233212172247,0.4664233212172247,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.47) between gene XBP1 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1 expression is regulated by DNA methylation in its promoter region, and hypomethylation at CpG sites near XBP1, including cg15690342, has been associated with increased XBP1 transcription in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR2,mRNA_AR,0.4614817691100553,0.4614817691100553,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.46) between gene AGR2 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 expression is positively regulated by androgen receptor (AR) signaling in breast cancer cells, suggesting a functional link between AR activation and AGR2 upregulation. [PMID: 23178495]",23178495,Aromatase overexpression induces malignant changes in estrogen receptor α negative MCF-10A cells.,1,ar,False,Verified Match
