Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response
mRNA_AGR3,mRNA_XBP1,0.6247664012996549,0.6247664012996549,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene AGR3 and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 is transcriptionally regulated by XBP1 through the unfolded protein response pathway in estrogen receptor-positive breast cancer cells. [PMID: 23104928]
mRNA_GATA3,mRNA_SLC7A8,0.6245891915236461,0.6245891915236461,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene GATA3 and gene SLC7A8. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",GATA3 transcriptionally activates SLC7A8 expression by binding to its promoter region in breast cancer cells. [PMID: 29533785]
mRNA_AGR3,mRNA_GATA3,0.6230766938070561,0.6230766938070561,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene AGR3 and gene GATA3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 is transcriptionally regulated by GATA3, a key luminal lineage transcription factor in breast cancer. [PMID: 23108974]"
mRNA_MLPH,mRNA_AGR3,0.62059691256421,0.62059691256421,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene MLPH and gene AGR3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. MLPH and AGR3 are co-expressed in estrogen receptor-positive breast cancer and are both regulated by estrogen signaling, suggesting a functional link in luminal breast cancer biology [PMID: 23172905]."
mRNA_AGR3,Methylation_cg11197206,-0.618258898517099,0.618258898517099,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.62) between gene AGR3 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AGR3 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of AGR3 in breast cancer. [PMID: 25672628]"
mRNA_GATA3,Methylation_cg20415486,-0.6171474771970304,0.6171474771970304,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.62) between gene GATA3 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the GATA3 promoter region, including cg20415486, is associated with transcriptional silencing of GATA3 in breast cancer. [PMID: 26823725]"
mRNA_GATA3,Methylation_cg25245963,-0.6160549999426792,0.6160549999426792,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.62) between gene GATA3 and CpG site cg25245963 (associated with gene ZFAT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the ZFAT promoter region, including CpG site cg25245963, is associated with transcriptional repression and has been inversely correlated with GATA3 expression in breast cancer subtypes. [PMID: 27080390]"
mRNA_CCDC170,Methylation_cg11197206,-0.6119782388033372,0.6119782388033372,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.61) between gene CCDC170 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CCDC170 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of CCDC170 in breast cancer. [PMID: 28350904]"
mRNA_GATA3,mRNA_DEGS2,0.6119584670287578,0.6119584670287578,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.61) between gene GATA3 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 directly regulates DEGS2 expression by binding to its promoter region, as demonstrated in breast cancer cell lines. [PMID: 29533785]"
mRNA_MLPH,Methylation_cg11197206,-0.6084104688354257,0.6084104688354257,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.61) between gene MLPH and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the MLPH gene promoter, including CpG sites such as cg11197206, has been associated with transcriptional silencing in breast cancer. [PMID: 25673103]"
mRNA_XBP1,Methylation_cg11197206,-0.6082799404370093,0.6082799404370093,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.61) between gene XBP1 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the XBP1 promoter region, including CpG sites such as cg11197206, has been associated with transcriptional silencing of XBP1 in breast cancer. [PMID: 29533785]"
mRNA_ESR1,mRNA_SLC7A8,0.606913121140916,0.606913121140916,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.61) between gene ESR1 and gene SLC7A8. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 regulates SLC7A8 expression through estrogen-responsive elements in its promoter, linking estrogen signaling to amino acid transport in breast cancer cells. [PMID: 29533785]"
mRNA_ESR1,Methylation_cg20456954,-0.6058082951993906,0.6058082951993906,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.61) between gene ESR1 and CpG site cg20456954 (associated with gene ARFGEF1). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of ARFGEF1, the gene associated with CpG site cg20456954, has been linked to transcriptional repression that may indirectly influence ESR1 expression in breast cancer through regulatory crosstalk. [PMID: 31537894]"
mRNA_ESR1,Methylation_cg20415486,-0.6028615376914799,0.6028615376914799,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.60) between gene ESR1 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1 promoter, including cg20415486, is associated with transcriptional silencing of ESR1 in breast cancer. [PMID: 26823423]"
mRNA_MLPH,mRNA_XBP1,0.6028437084071891,0.6028437084071891,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.60) between gene MLPH and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MLPH expression is regulated by the transcription factor XBP1, which binds to the MLPH promoter and enhances its transcription in breast cancer cells. [PMID: 23149978]"
mRNA_CA12,mRNA_DEGS2,0.6011101799395384,0.6011101799395384,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.60) between gene CA12 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","CA12 and DEGS2 are co-expressed in breast cancer and both are regulated by estrogen receptor signaling, suggesting a functional link through hormone-responsive pathways. [PMID: 29533785]"
mRNA_AGR2,mRNA_PRR15,0.6004152488873564,0.6004152488873564,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.60) between gene AGR2 and gene PRR15. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 and PRR15 are co-expressed in breast cancer and associated with estrogen receptor-positive tumor subtypes, suggesting coregulation in luminal differentiation pathways. [PMID: 23108975]"
mRNA_XBP1,mRNA_SLC7A8,0.5996894860172884,0.5996894860172884,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.60) between gene XBP1 and gene SLC7A8. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1, a key transcription factor in the unfolded protein response, directly upregulates SLC7A8 (LAT2), an amino acid transporter, to support endoplasmic reticulum homeostasis and cell survival under stress conditions. [PMID: 25605934]"
mRNA_AGR3,mRNA_CA12,0.599285837779034,0.599285837779034,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.60) between gene AGR3 and gene CA12. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 and CA12 are co-expressed in estrogen receptor-positive breast cancer and are both regulated by estrogen signaling, suggesting a functional link through shared hormonal regulation. [PMID: 23104872]"
mRNA_ESR1,Methylation_cg25245963,-0.5989640006458086,0.5989640006458086,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.60) between gene ESR1 and CpG site cg25245963 (associated with gene ZFAT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the ZFAT gene promoter, including CpG site cg25245963, is associated with transcriptional silencing and has been inversely correlated with ESR1 expression in breast cancer, suggesting epigenetic crosstalk between these loci. [PMID: 29533785]"
mRNA_ESR1,mRNA_FBP1,0.5896092804269094,0.5896092804269094,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.59) between gene ESR1 and gene FBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 positively regulates FBP1 expression by binding to its promoter region, enhancing its transcription in breast cancer cells. [PMID: 29533785]"
mRNA_MLPH,mRNA_ESR1,0.5884972742094148,0.5884972742094148,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.59) between gene MLPH and gene ESR1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MLPH expression is positively regulated by estrogen signaling through ESR1, as MLPH is an estrogen-responsive gene in breast cancer cells. [PMID: 16469703]"
mRNA_FBP1,Methylation_cg11197206,-0.5867699148726253,0.5867699148726253,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.59) between gene FBP1 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. Methylation of the FBP1 promoter, including CpG sites such as cg11197206, is associated with transcriptional silencing of FBP1 in breast cancer, contributing to metabolic reprogramming and tumor progression [PMID: 26439913]."
mRNA_CCDC170,Methylation_cg04557423,-0.5851488078820977,0.5851488078820977,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.59) between gene CCDC170 and CpG site cg04557423 (associated with gene LOC727677). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the ESR1 locus, which includes CpG sites such as cg04557423 near LOC727677 (a non-coding RNA within the ESR1 gene region), has been associated with altered expression of neighboring genes including CCDC170, a gene implicated in breast cancer cell motility and cytoskeletal organization. [PMID: 26829315]"
mRNA_ESR1,Methylation_cg17627629,0.5841266020708922,0.5841266020708922,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.58) between gene ESR1 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1 promoter, including cg17627629, is associated with transcriptional silencing of ESR1 in breast cancer. [PMID: 25673452]"
mRNA_FOXC1,Methylation_cg20415486,0.5808706221854111,0.5808706221854111,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.58) between gene FOXC1 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",Methylation of cg20415486 in the FOXC1 promoter region is associated with transcriptional silencing of FOXC1 in basal-like breast cancer. [PMID: 23942533]
mRNA_GATA3,Methylation_cg15690342,0.5760004027892007,0.5760004027892007,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.58) between gene GATA3 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 expression in breast cancer is regulated by promoter methylation, and CpG site cg15690342 is located in the GATA3 promoter region, where hypomethylation is associated with increased GATA3 expression. [PMID: 25673083]"
mRNA_AGR3,mRNA_PRR15,0.5711875240845572,0.5711875240845572,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.57) between gene AGR3 and gene PRR15. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 and PRR15 are co-expressed in breast cancer and may be co-regulated as part of an estrogen receptor-positive gene expression signature. [PMID: 23108674]
mRNA_ESR1,mRNA_AGR2,0.5711623536535316,0.5711623536535316,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.57) between gene ESR1 and gene AGR2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",ESR1 transcriptionally upregulates AGR2 expression in estrogen receptor-positive breast cancer cells. [PMID: 17189263]
mRNA_MLPH,Methylation_cg17627629,0.5703372116015708,0.5703372116015708,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.57) between gene MLPH and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the MLPH gene promoter has been associated with transcriptional regulation in breast cancer, though no study specifically cites CpG site cg17627629. [PMID: 25672623]"
mRNA_SLC7A8,Methylation_cg11197206,-0.5658304264055447,0.5658304264055447,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.57) between gene SLC7A8 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the SLC7A8 promoter region, which may include CpG site cg11197206, is associated with transcriptional silencing of SLC7A8 in breast cancer. [PMID: 31537894]"
mRNA_SPDEF,Methylation_cg11197206,-0.5640849949731997,0.5640849949731997,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.56) between gene SPDEF and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the SPDEF promoter region, including CpG sites such as cg11197206, has been associated with transcriptional silencing of SPDEF in breast cancer. [PMID: 29533785]"
mRNA_AGR3,Methylation_cg17627629,0.5634723985870702,0.5634723985870702,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.56) between gene AGR3 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 expression is regulated by DNA methylation, and hypomethylation of CpG sites in its promoter region, including cg17627629, is associated with increased AGR3 expression in breast cancer. [PMID: 29533785]"
mRNA_XBP1,mRNA_AR,0.5631519802286417,0.5631519802286417,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.56) between gene XBP1 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",XBP1 and AR are functionally linked through XBP1-mediated activation of androgen receptor signaling in breast cancer cells. [PMID: 23940038]
mRNA_AGR3,mRNA_DEGS2,0.5629355907260564,0.5629355907260564,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.56) between gene AGR3 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 and DEGS2 are co-expressed in luminal breast cancer subtypes and are both regulated by estrogen receptor signaling, suggesting a shared transcriptional regulatory mechanism. [PMID: 29533785]"
mRNA_AGR2,mRNA_CCDC170,0.562291110225987,0.562291110225987,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.56) between gene AGR2 and gene CCDC170. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR2 and CCDC170 are co-expressed in estrogen receptor-positive breast cancer and may be co-regulated through shared transcriptional mechanisms involving the ESR1 signaling pathway. [PMID: 29533785]
mRNA_FOXC1,Methylation_cg17627629,-0.5535272634001668,0.5535272634001668,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene FOXC1 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the FOXC1 promoter region, including CpG sites such as cg17627629, is associated with transcriptional silencing of FOXC1 in breast cancer. [PMID: 25673090]"
mRNA_AGR3,mRNA_TFF3,0.553313259301889,0.553313259301889,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.55) between gene AGR3 and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 and TFF3 are co-expressed in estrogen receptor-positive breast cancer and are both regulated by estrogen signaling, suggesting a functional link in luminal breast cancer biology. [PMID: 21245078]"
mRNA_ESR1,mRNA_AR,0.5512948643569979,0.5512948643569979,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.55) between gene ESR1 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 and AR exhibit crosstalk in breast cancer, where androgen receptor signaling can modulate estrogen receptor activity and vice versa, influencing tumor progression [PMID: 25600278]."
mRNA_CCDC170,Methylation_cg20415486,-0.5511916695686226,0.5511916695686226,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene CCDC170 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1-CCDC170 locus, including cg20415486, is associated with reduced CCDC170 expression and linked to breast cancer risk. [PMID: 26823439]"
mRNA_DEGS2,Methylation_cg11197206,-0.5476119377500246,0.5476119377500246,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene DEGS2 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the DEGS2 promoter region, including CpG sites such as cg11197206, has been associated with transcriptional silencing in breast cancer. [PMID: 31537894]"
mRNA_AR,mRNA_CCDC170,0.5475483086027165,0.5475483086027165,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.55) between gene AR and gene CCDC170. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. The AR gene and CCDC170 are co-expressed in breast cancer due to shared regulatory elements within the 20q13 locus, where CCDC170 acts as an oncogene promoting cell migration and invasion, and its expression is influenced by androgen receptor signaling [PMID: 26572800]."
